Pure static;;;Static compared;;;Dynamic compared;;;Converted to dynamic;;
4;6;;;;;;;;18:18:32 [T] [ECS] Type 'HorizontalLayout' has been registered.;10;
5;6;;;;;;;;HorizontalLayout;102;
6;6;;;;;;;;ShaderProgram | Creating of the shader program 'grid' is started.;3;
7;6;;;;;;;;The shader program 'grid' linked successfully.;1;
8;6;;;;;;;;H-Layout(RO): Active triangles;1;
9;6;;;;;;;;ShaderProgram | The shader program 'grid' linked successfully.;3;
A;8;;;;;;;;18:18:32 [T] [ECS] Type 'EditorSettingsEWC::ColorItem' has been registered.;8;
B;5;;;;;;;;Input: Active triangles;2;
D;7;;;;;;;;Was found shader: objectIdentifier;1;
E;4;;;;;;;;Spacer;5;
G;3;;;;;;;;FPS: 1428;6;
H;3;;;;;;;;ShaderManager | Was found shader: objectIdentifier;3;
K;3;;;;;;;;FPS: 948;1;
L;3;;;;;;;;1444;2;
O;3;;;;;;;;Creating of the shader program 'objectIdentifier' is started.;1;
Q;3;;;;;;;;FPS: 1044;2;
R;5;;;;;;;;ShaderProgram | Creating of the shader program 'objectIdentifier' is started.;3;
W;3;;;;;;;;18:18:32 [T] [ECS] Type 'Layout' has been registered.;10;
U;1;;;;;;;;FPS: 1026;1;
Menu Bar;1;;;;;;;;FPS: 1295;1;
Logs;1;;;;;;;;The shader program 'objectIdentifier' linked successfully.;1;
Input;37;;;;;;;;ShaderProgram | The shader program 'objectIdentifier' linked successfully.;3;
Array;5;;;;;;;;FPS: 1217;1;
Y:;7;;;;;;;;1047;1;
Z:;7;;;;;;;;Was found shader: outline;1;
Scene;1;;;;;;;;Input: Children count;2;
Assets;1;;;;;;;;ShaderManager | Was found shader: outline;3;
Image viewer;1;;;;;;;;Creating of the shader program 'outline' is started.;1;
Shader manager;1;;;;;;;;ShaderProgram | Creating of the shader program 'outline' is started.;3;
World Lightning;1;;;;;;;;FPS: 870;1;
NX Mesh3D Editor;1;;;;;;;;The shader program 'outline' linked successfully.;1;
#;11;;;;;;;;FPS: 1098;1;
ValidateDataStructure;3489;;;;;;;;Active triangles;1;
C:/Users/Valerii/workspace/Nexium/assets/baked/mesh3d/fireHydrant.nxmesh3d;1;;;;;;;;FPS: 1340;5;
;;;;;;;;;Mapping was created: 'Save [Ctrl]';3;
;;;;;;;;;ShaderProgram | The shader program 'outline' linked successfully.;3;
;;;;;;;;;1323;7;
;;;;;;;;;FPS: 1285;1;
;;;;;;;;;Was found shader: pickUpColorFiller;1;
;;;;;;;;;CheckBox: Hidden from scene;2;
;;;;;;;;;1385;10;
;;;;;;;;;ShaderManager | Was found shader: pickUpColorFiller;3;
;;;;;;;;;FPS: 933;1;
;;;;;;;;;1283;1;
;;;;;;;;;Creating of the shader program 'pickUpColorFiller' is started.;1;
;;;;;;;;;Edit;2;
;;;;;;;;;FPS: 269;1;
;;;;;;;;;FPS: 1437;2;
;;;;;;;;;ShaderProgram | The shader program 'pickUpColorFiller' linked successfully.;3;
;;;;;;;;;914;1;
;;;;;;;;;0;3;
;;;;;;;;;Origin;1;
;;;;;;;;;Save [Ctrl];1;
;;;;;;;;;lightPos;6;
;;;;;;;;;18:18:32 [D] [InputDevices] {};13;
;;;;;;;;;Input;37;
;;;;;;;;;FPS: 1505;1;
;;;;;;;;;18:18:32 [T] [ECS] Type 'BaseCamera' has been registered.;4;
;;;;;;;;;Was found shader: skybox;1;
;;;;;;;;;1135;1;
;;;;;;;;;949;1;
;;;;;;;;;ShaderManager | Was found shader: skybox;3;
;;;;;;;;;Creating of the shader program 'skybox' is started.;1;
;;;;;;;;;851;1;
;;;;;;;;;ShaderProgram | Creating of the shader program 'skybox' is started.;3;
;;;;;;;;;The shader program 'skybox' linked successfully.;1;
;;;;;;;;;ShaderProgram | The shader program 'skybox' linked successfully.;3;
;;;;;;;;;FPS: 1351;13;
;;;;;;;;;18:18:32 [I] [{}] {};13;
;;;;;;;;;6;1;
;;;;;;;;;18:18:32 [T] [ECS] Type 'ToggleButton' has been registered.;5;
;;;;;;;;;skybox;3;
;;;;;;;;;T;1;
