Pure static;;;Static compared;;;Dynamic compared;;;Converted to dynamic;;
data/assets/baked/mesh3d/Nature/Bush2.nxmesh3d;1;;;;;;;;The shader program 'grid' linked successfully.;1;
data/assets/baked/mesh3d/Nature/DeadTree1.nxmesh3d;1;;;;;;;;lightDir;3;
data/assets/baked/mesh3d/Nature/Flower7.nxmesh3d;1;;;;;;;;color;6;
data/assets/baked/mesh3d/Nature/DeadTree10.nxmesh3d;1;;;;;;;;___ Object Properties;3;
data/assets/baked/mesh3d/Nature/DeadTree2.nxmesh3d;1;;;;;;;;17:43:37 [T] [Ecs] Type 'Spectator' has been registered.;4;
data/assets/baked/mesh3d/Nature/PineTree4.nxmesh3d;1;;;;;;;;specularPow;6;
BaseFloatEWC;1;;;;;;;;minLightStrength;6;
data/assets/baked/mesh3d/Nature/DeadTree5.nxmesh3d;1;;;;;;;;17:43:37 [T] [Ecs] Type 'EditorMenuBarWindowEWC' has been registered.;6;
data/assets/baked/mesh3d/Nature/DeadTree6.nxmesh3d;1;;;;;;;;VAO ID;2;
data/assets/baked/mesh3d/Nature/DeadTree7.nxmesh3d;1;;;;;;;;The shader program 'defaultTextured' linked successfully.;1;
data/assets/baked/mesh3d/Nature/DeadTree8.nxmesh3d;1;;;;;;;;ShaderProgram | Creating of the shader program 'defaultTextured' is started.;3;
data/assets/baked/mesh3d/Nature/FlowerBush2.nxmesh3d;1;;;;;;;;W;2;
data/assets/baked/mesh3d/Nature/Rock5.nxmesh3d;1;;;;;;;;H-Layout(W): FOV;2;
data/assets/baked/mesh3d/Nature/FlowerBush3.nxmesh3d;1;;;;;;;;Creating of the shader program 'defaultTextured' is started.;1;
data/assets/baked/mesh3d/Nature/Flower3.nxmesh3d;1;;;;;;;;Registered new asset path: /home/valerii/workspace/Nexium/data;2;
data/assets/baked/mesh3d/Nature/MapleTree3.nxmesh3d;1;;;;;;;;ShaderManager | Was found shader: grid;3;
ECSEditorActorAdapter;1;;;;;;;;H-Layout(RO): Parent;2;
data/assets/baked/mesh3d/Nature/MapleTree4.nxmesh3d;1;;;;;;;;ShaderManager | Was found shader: defaultTextured;3;
ECSBaseComponentAdapter;1;;;;;;;;Type 'AssetsManagerWindowEWC' has been registered.;3;
data/assets/baked/mesh3d/Nature/PalmTree2.nxmesh3d;1;;;;;;;;17:43:37 [D] [InputDevices] Mapping was created: 'Move up';3;
uGlobalGridSize;307;;;;;;;;ShaderManager | {};7;
data/assets/baked/mesh3d/Nature/PineTree1.nxmesh3d;1;;;;;;;;Was found shader: defaultTextured;1;
FragColor;5;;;;;;;;Input: Sub-render meshes;2;
data/assets/baked/mesh3d/Nature/PalmTree4.nxmesh3d;1;;;;;;;;Successfully preloaded. New status is: 'PreLoaded'. Asset: data/assets/baked/tree.nx;3;
data/assets/baked/mesh3d/Nature/PalmTree5.nxmesh3d;1;;;;;;;;CheckBox: Disabled ticks;2;
;;;;;;;;;17:43:37 [T] [Ecs] Type 'N4Core3Gui9BaseArrayI18aiPostProcessStepsNS_43_AssimpPostProcessArray_ArrayCellViewerFuncENS_37_AssimpPostProcessArray_ViewFetchFuncEEE' has been registered.;3;
;;;;;;;;;Window | GLFW version: 4.60;3;
;;;;;;;;;Type 'N4Core3Gui8NumInputIfEE' has been registered.;3;
;;;;;;;;;Input: Active triangles;2;
;;;;;;;;;Input: Shader name;2;
;;;;;;;;;GLFW version: 4.60;1;
;;;;;;;;;Is initialized;2;
;;;;;;;;;Window | OpenGL version: 4.6 (Core Profile) Mesa 26.0.5-arch1.1;3;
;;;;;;;;;17:43:37 [T] [Ecs] Type 'ECSEditorMimeAdapter' has been registered.;5;
;;;;;;;;;FireHydrant;2;
;;;;;;;;;Unloading of: /home/valerii/workspace/Nexium/data/assets/baked/skybox/default.nxsky;1;
;;;;;;;;;OpenGL version: 4.6 (Core Profile) Mesa 26.0.5-arch1.1;1;
;;;;;;;;;Window | The window was created;3;
;;;;;;;;;17:43:37 [I] [Graphics] ShaderManager | Was found shader: grid;3;
;;;;;;;;;Type 'N4Core3Gui9BaseArrayINS_10BaseStringIcEENS0_32_StringArray_ArrayCellViewerFuncENS0_26_StringArray_ViewFetchFuncEEE' has been registered.;3;
;;;;;;;;;Type 'N4Core3Gui8LabelRowINS0_9BaseArrayINS_21GraphicsComponentData13ModifierParamENS_43_GraphicsModifiersArray_ArrayCellViewerFuncENS_37_GraphicsModifiersArray_ViewFetchFuncEEEEE' has been registered.;3;
;;;;;;;;;Type 'LogsWindowEWC' has been registered.;3;
;;;;;;;;;Type 'ObjectPropertiesWindowEWC' has been registered.;3;
;;;;;;;;;Type 'Gizmo' has been registered.;3;
;;;;;;;;;specularStrength;6;
;;;;;;;;;17:43:37 [I] [Graphics] ShaderManager | Was found shader: objectIdentifier;3;
;;;;;;;;;Input: VAO ID;2;
;;;;;;;;;17:43:37 [T] [Ecs] Type 'NxTextureEditorEWC' has been registered.;5;
;;;;;;;;;___;2;
;;;;;;;;;Type 'N4Core3Gui8LabelRowINS0_11VecNumInputILm3EfEEEE' has been registered.;3;
;;;;;;;;;[AssetImpl::Factory] Asset type N4Core16StaticMeshBundleE has registered.;3;
